ci_code,ci_description
183806,Thumb Volar Dislocation/Open - Proximal I-P (PIP)
183900,"Thumb Amputation, I-P"
183901,"Thumb Amputation, M-C-P (MP)"
184000,Thumb Muscle Strain
184001,Thumb Thenar Muscle Strain
184010,Thumb Extensor Tendon Strain
184100,Thumb Strain 1 Deg (non-specific)
184101,Thumb Thenar Strain 1 Deg (non-spec
184110,Thumb Extensor Tendon Strain 1 Deg
184200,Thumb Strain 2 Deg (non-specific)
184410,Thumb Extensor Tendon Rupture (Extensor Pollicis Longus)
184411,Thumb Extensor Tendon Partial Tear - Extensor Pollicis Longus
184420,Thumb Flexor Tendon Rupture (Flexor Pollicis Longus)
185000,Thumb Fracture
185010,Thumb Fracture/Distal Phalanx
185020,Thumb Fracture/Proximal Phalanx
185030,Thumb Fracture/Metacarpal
185040,Thumb Fracture/Bennetts
185050,Thumb Fracture - Sesamoid
185100,Thumb Fracture/Open
185110,Thumb Fracture/Distal Phalanx/Open
185120,Thumb Fracture/Proximal Phalanx/Open
185130,Thumb Fracture/Metacarpal/Open
185140,Thumb Fracture/Bennetts/Open
185200,Thumb Fracture/Avulsion
185210,Thumb Fracture/Distal Phalanx/Avulsion
185220,Thumb Fracture/Proximal Phalanx/Avulsion
185230,Thumb Fracture/Metacarpal/Avulsion
185240,Thumb Fracture/Bennetts/Avulsion
185300,Thumb Fracture/Dislocation
185310,Thumb Fracture/Distal Phalanx/Dislocation
185311,Thumb Fracture/Distal Phalanx/Dorsal/Dislocation/Closed
185312,Thumb Fracture/Distal Phalanx/Dorsal/Dislocation/Open
185313,Thumb Fracture/Distal Phalanx/Volar/Dislocation/Closed
185314,Thumb Fracture/Distal Phalanx/Volar/Dislocation/Open
185320,Thumb Fracture/Proximal Phalanx/Dislocation
185321,Thumb Fracture/Proximal Phalanx/Dorsal/Dislocation/Closed
185322,Thumb Fracture/Proximal Phalanx/Dorsal/Dislocation/Open
185323,Thumb Fracture/Proximal Phalanx/Volar/Dislocation/Closed
185324,Thumb Fracture/Proximal Phalanx/Volar/Dislocation/Open
185330,Thumb Fracture/Metacarpal/Dislocation
185331,Thumb Fracture/Metacarpal/Dorsal/Dislocation/Closed
185332,Thumb Fracture/Metacarpal/Dorsal/Dislocation/Open
185333,Thumb Fracture/Metacarpal/Volar/Dislocation/Closed
185334,Thumb Fracture/Metacarpal/Volar/Dislocation/Open
185340,Thumb Fracture/Bennetts/Dislocation
185341,Thumb Fracture/Bennetts/Dorsal/Dislocation/Closed
185342,Thumb Fracture/Bennetts/Dorsal/Dislocation/Open
185343,Thumb Fracture/Bennetts/Volar/Dislocation/Closed
185344,Thumb Fracture/Bennetts/Volar/Dislocation/Open
185410,Thumb Fracture/Distal Phalanx/Epiphyseal
185420,Thumb Fracture/Proximal Phalanx/Epiphyseal
185500,Thumb Fracture/Stress
185510,Thumb Fracture/Distal Phalanx/Stress
185520,Thumb Fracture/Proximal Phalanx/Stress
185530,Thumb Fracture/Metacarpal/Stress
185610,Thumb Fracture/Distal Phalanx/Greenstick
185620,Thumb Fracture/Proximal Phalanx/Greenstick
185630,Thumb Fracture/Metacarpal/Greenstick
185720,Thumb Fracture/Proximal Phalanx/Osetochondral
185730,Thumb Fracture/Metacarpal/Osetochondral
185800,Thumb Fracture/Comminuted
185810,Thumb Fracture/Distal Phalanx/Intra-articular
185820,Thumb Fracture/Proximal Phalanx/Intra-articular
185821,Thumb Fracture/Proximal Phalanx/Volar Plate
185830,Thumb Fracture/Metacarpal/Intra-articular
185840,Thumb Fracture/Bennetts/Intra-articular
185900,Thumb Fracture/Rolando's/Comminuted Intra-articular
185920,Thumb Fracture/Proximal Phalanx/Other
185930,Thumb Fracture/Metacarpal/Other
186120,Thumb Apophysitis
188601,Thumb Staph Infection - MRSA
188602,Thumb Staph Infection - MSSA
190010,Finger Nail Avulsion
190020,Finger Nail Subungual Hematoma
190030,Finger Flexion Contracture: 2nd Digit (Index)
190031,Finger Flexion Contracture: 3rd Digit (Middle)
190032,Finger Flexion Contracture: 4th Digit (Ring)
190033,Finger Flexion Contracture: 5th Digit (Small)
190034,Dupuytren's Disease
190100,Finger Abrasion
190200,Finger Soft Tissue Contusion
190201,Finger Soft Tissue Contusion - 2nd digit (index)
190202,Finger Soft Tissue Contusion - 3rd digit (middle)
190203,Finger Soft Tissue Contusion - 4th digit (ring)
190204,Finger Soft Tissue Contusion - 5th digit (small)
190210,Finger Distal Phalanx Contusion
190211,Finger Index Distal Phalnx Contusion
190212,Finger Long Distal Phalnx Contusion
190213,Finger Ring Distal Phalnx Contusion
190214,Finger Small Distal Phalanx Contusion
190215,Finger Bone Contusion/Middle Phalanx - 2nd digit (index)
190216,Finger Bone Contusion/Middle Phalanx - 3rd digit (middle)
190217,Finger Bone Contusion/Middle Phalanx - 4th digit (ring)
190218,Finger Bone Contusion/Middle Phalanx - 5th digit (small)
190219,Finger Bone Contusion/Proximal Phalanx - 2nd digit (index)
190220,Finger Proximal Phalange Contusion
190221,Finger Bone Contusion/Proximal Phalanx - 3rd digit (middle)
190222,Finger Bone Contusion/Proximal Phalanx - 4th digit (ring)
190223,Finger Bone Contusion/Proximal Phalanx - 5th digit (small)
190224,Finger Bone Contusion/Distal Phalanx - 2nd digit (index)
190225,Finger Bone Contusion/Distal Phalanx - 3rd digit (middle)
190226,Finger Bone Contusion/Distal Phalanx - 4th digit (ring)
190227,Finger Bone Contusion/Distal Phalanx - 5th digit (small)
190230,Finger Middle Phalange Contusion
190300,Finger Puncture Wound
190301,Finger Puncture Wound - 2nd digit (index)
190302,Finger Puncture Wound - 3rd digit (middle)
190303,Finger Puncture Wound - 4th digit (ring)
190304,Finger Puncture Wound - 5th digit (small)
190400,Finger Laceration
190401,Finger Index Laceration
190402,Finger Long Laceration
190403,Finger Ring Laceration
190404,Finger Small Laceration
190405,Finger Laceration: Dorsal - 2nd digit (index)
190406,Finger Laceration: Dorsal - 3rd digit (middle)
190407,Finger Laceration: Dorsal - 4th digit (ring)
190408,Finger Laceration: Volar - 2nd digit (index)
190409,Finger Laceration: Volar - 3rd digit (middle)
190410,Finger Distal Phalanx Laceration
190420,Finger Proximal I-P Laceration
190421,Finger Laceration: Volar - 4th digit (ring)
190422,Finger Laceration: Dorsal - 5th digit (small)
190423,Finger Laceration: Volar - 5th digit (small)
190600,Finger Tenosynovitis-Tendinitis Acute
190601,Finger Extensor Tenosynovitis-Tendinitis - 2nd digit (index)
190602,Finger Extensor Tenosynovitis-Tendinitis - 3rd digit (middle)
190603,Finger Extensor Tenosynovitis-Tendinitis - 4th digit (ring)
190604,Finger Extensor Tenosynovitis-Tendinitis - 5th digit (small)
190605,Finger Flexor Tenosynovitis-Tendinitis - 2nd digit (index)
190606,Finger Flexor Tenosynovitis-Tendinitis - 3rd digit (middle)
190607,Finger Flexor Tenosynovitis-Tendinitis - 4th digit (ring)
190608,Finger Flexor Tenosynovitis-Tendinitis - 5th digit (small)
190700,Finger Synovitis/Capsulitis
190701,"Finger Synovitis, Distal I-P (DIP) - 2nd digit (index)"
190702,"Finger Synovitis, Distal I-P (DIP) - 3rd digit (middle)"
190703,"Finger Synovitis, Distal I-P (DIP) - 4th digit (ring)"
190704,"Finger Synovitis, Distal I-P (DIP) - 5th digit (small)"
190705,"Finger Synovitis, M-C-P (MP) - 2nd digit (index)"
190706,"Finger Synovitis, M-C-P (MP) - 3rd digit (middle)"
190707,"Finger Synovitis, M-C-P (MP) - 4th digit (ring)"
190708,"Finger Synovitis, M-C-P (MP) - 5th digit (small)"
190709,"Finger Synovitis, Proximal I-P (PIP) - 2nd digit (index)"
190710,"Finger Synovitis, Proximal I-P (PIP) - 3rd digit (middle)"
190711,"Finger Synovitis, Proximal I-P (PIP) - 4th digit (ring)"
190712,"Finger Synovitis, Proximal I-P (PIP) - 5th digit (small)"
191010,Finger Neurotrauma w/Sensory Loss
191020,Finger Neurotrauma w/Motor Loss
191504,Finger Radial Digital Nerve Injury With Sensory Loss - Compression: 2nd digit (index)
191505,Finger Radial Digital Nerve Injury With Sensory Loss - Compression: 3rd digit (middle)
191506,Finger Radial Digital Nerve Injury With Sensory Loss - Compression: 4th digit (ring)
191507,Finger Radial Digital Nerve Injury With Sensory Loss - Compression: 5th digit (small)
191508,Finger Radial Digital Nerve Injury With Sensory Loss - Contusion: 2nd digit (index)
191509,Finger Radial Digital Nerve Injury With Sensory Loss - Contusion: 3rd digit (middle)
191510,Finger Radial Digital Nerve Injury With Sensory Loss - Contusion: 4th digit (ring)
191511,Finger Radial Digital Nerve Injury With Sensory Loss - Contusion: 5th digit (small)
191512,Finger Radial Digital Nerve Injury With Sensory Loss - Laceration: 2nd digit (index)
191514,Finger Radial Digital Nerve Injury With Sensory Loss - Laceration: 4th digit (ring)
191515,Finger Radial Digital Nerve Injury With Sensory Loss - Laceration: 5th digit (small)
191516,Finger Ulnar Digital Nerve Injury With Sensory Loss - Compression: 2nd digit (index)
191517,Finger Ulnar Digital Nerve Injury With Sensory Loss - Compression: 3rd digit (middle)
191518,Finger Ulnar Digital Nerve Injury With Sensory Loss - Compression: 4th digit (ring)
191519,Finger Radial Digital Nerve Injury With Sensory Loss - Laceration: 3rd digit (middle)
191520,Finger Ulnar Digital Nerve Injury With Sensory Loss - Compression: 5th digit (small)
191521,Finger Ulnar Digital Nerve Injury With Sensory Loss - Contusion: 2nd digit (index)
191522,Finger Ulnar Digital Nerve Injury With Sensory Loss - Contusion: 3rd digit (middle)
191523,Finger Ulnar Digital Nerve Injury With Sensory Loss - Contusion: 4th digit (ring)
191524,Finger Ulnar Digital Nerve Injury With Sensory Loss - Contusion: 5th digit (small)
191525,Finger Ulnar Digital Nerve Injury With Sensory Loss - Laceration: 2nd digit (index)
191526,Finger Ulnar Digital Nerve Injury With Sensory Loss - Laceration: 3rd digit (middle)
191527,Finger Ulnar Digital Nerve Injury With Sensory Loss - Laceration: 4th digit (ring)
191528,Finger Ulnar Digital Nerve Injury With Sensory Loss - Laceration: 5th digit (small)
191549,Finger Radial Digital Nerve Injury With Motor Loss - Compression: 2nd digit (index)
191550,Finger Radial Digital Nerve Injury With Motor Loss - Compression: 3rd digit (middle)
191551,Finger Radial Digital Nerve Injury With Motor Loss - Compression: 4th digit (ring)
191552,Finger Radial Digital Nerve Injury With Motor Loss - Compression: 5th digit (small)
191553,Finger Radial Digital Nerve Injury With Motor Loss - Contusion: 2nd digit (index)
191554,Finger Radial Digital Nerve Injury With Motor Loss - Contusion: 3rd digit (middle)
191555,Finger Radial Digital Nerve Injury With Motor Loss - Contusion: 4th digit (ring)
191556,Finger Radial Digital Nerve Injury With Motor Loss - Contusion: 5th digit (small)
191557,Finger Radial Digital Nerve Injury With Motor Loss - Lacerations: 2nd digit (index)
191558,Finger Radial Digital Nerve Injury With Motor Loss - Lacerations: 3rd digit (middle)
191559,Finger Radial Digital Nerve Injury With Motor Loss - Lacerations: 4th digit (ring)
191560,Finger Radial Digital Nerve Injury With Motor Loss - Lacerations: 5th digit (small)
191561,Finger Ulnar Digital Nerve Injury With Motor Loss - Compressions: 2nd digit (index)
191562,Finger Ulnar Digital Nerve Injury With Motor Loss - Compressions: 3rd digit (middle)
191563,Finger Ulnar Digital Nerve Injury With Motor Loss - Compressions: 4th digit (ring)
191564,Finger Ulnar Digital Nerve Injury With Motor Loss - Compressions: 5th digit (small)
191565,Finger Ulnar Digital Nerve Injury With Motor Loss - Contusions: 2nd digit (index)
191566,Finger Ulnar Digital Nerve Injury With Motor Loss - Contusions: 3rd digit (middle)
191567,Finger Ulnar Digital Nerve Injury With Motor Loss - Contusions: 4th digit (ring)
191568,Finger Ulnar Digital Nerve Injury With Motor Loss - Contusions: 5th digit (small)
191569,Finger Ulnar Digital Nerve Injury With Motor Loss - Lacerations: 2nd digit (index)
191570,Finger Ulnar Digital Nerve Injury With Motor Loss - Lacerations: 3rd digit (middle)
191571,Finger Ulnar Digital Nerve Injury With Motor Loss - Lacerations: 4th digit (ring)
191572,Finger Ulnar Digital Nerve Injury With Motor Loss - Lacerations: 5th digit (small)
191594,Finger Radial Digital Nerve Injury With Motor And Sensory Loss - Compression: 2nd digit (index)
191595,Finger Radial Digital Nerve Injury With Motor And Sensory Loss - Compression: 3rd digit (middle)
191596,Finger Radial Digital Nerve Injury With Motor And Sensory Loss - Compression: 4th digit (ring)
191597,Finger Radial Digital Nerve Injury With Motor And Sensory Loss - Compression: 5th digit (small)
191598,Finger Radial Digital Nerve Injury With Motor And Sensory Loss - Contusion: 2nd digit (index)
191599,Finger Radial Digital Nerve Injury With Motor And Sensory Loss - Contusion: 3rd digit (middle)
191600,Finger Radial Digital Nerve Injury With Motor And Sensory Loss - Contusion: 4th digit (ring)
191601,Finger Radial Digital Nerve Injury With Motor And Sensory Loss - Contusion: 5th digit (small)
191602,Finger Radial Digital Nerve Injury With Motor And Sensory Loss - Laceration: 2nd digit (index)
191603,Finger Radial Digital Nerve Injury With Motor And Sensory Loss - Laceration: 3rd digit (middle)
191604,Finger Radial Digital Nerve Injury With Motor And Sensory Loss - Laceration: 4th digit (ring)
191605,Finger Radial Digital Nerve Injury With Motor And Sensory Loss - Laceration: 5th digit (small)
191606,Finger Ulnar Digital Nerve Injury With Motor And Sensory Loss - Compression: 2nd digit (index)
191607,Finger Ulnar Digital Nerve Injury With Motor And Sensory Loss - Compression: 3rd digit (middle)
191608,Finger Ulnar Digital Nerve Injury With Motor And Sensory Loss - Compression: 4th digit (ring)
191609,Finger Ulnar Digital Nerve Injury With Motor And Sensory Loss - Compression: 5th digit (small)
191610,Finger Nerve Disorder w/Sensory Loss
191611,Finger Ulnar Digital Nerve Injury With Motor And Sensory Loss - Contusion: 3rd digit (middle)
191612,Finger Ulnar Digital Nerve Injury With Motor And Sensory Loss - Contusion: 4th digit (ring)
191613,Finger Ulnar Digital Nerve Injury With Motor And Sensory Loss - Contusion: 2nd digit (index)
191614,Finger Ulnar Digital Nerve Injury With Motor And Sensory Loss - Laceration: 2nd digit (index)
191615,Finger Ulnar Digital Nerve Injury With Motor And Sensory Loss - Laceration: 3rd digit (middle)
191616,Finger Ulnar Digital Nerve Injury With Motor And Sensory Loss - Laceration: 4th digit (ring)
191617,Finger Ulnar Digital Nerve Injury With Motor And Sensory Loss - Laceration: 5th digit (small)
191619,Finger Ulnar Digital Nerve Injury With Motor And Sensory Loss - Contusion: 5th digit (small)
191710,Finger Nerve Laceration w/Sensory Loss
191720,Finger Nerve Laceration w/Motor Loss
191730,Finger Nerve Laceration w/S&M Loss
191800,Finger Nerve Laceration
192220,Finger Chemical Burn 2 Deg
192221,Finger Burn 1 Deg - 2nd Digit (Index)
192222,Finger Burn 1 Deg - 3rd Digit (Middle)
192223,Finger Burn 1 Deg - 4th Digit (Ring)
192224,Finger Burn 1 Deg - 5th Digit (Small)
192225,Finger Burn 2 Deg - 2nd Digit (Index)
192226,Finger Burn 2 Deg - 3rd Digit (Middle)
192227,Finger Burn 2 Deg - 4th Digit (Ring)
192228,Finger Burn 2 Deg - 5th Digit (Small)
192229,Finger Burn 3 Deg - 2nd Digit (Index)
192230,Finger Burn 3 Deg - 3rd Digit (Middle)
192231,Finger Burn 3 Deg - 4th Digit (Ring)
192232,Finger Burn 3 Deg - 5th Digit (Small)
192400,Finger Blister
192401,Finger Friction Blister - 2nd Digit (Index)
192402,Finger Friction Blister - 3rd Digit (Middle)
192403,Finger Friction Blister - 4th Digit (Ring)
192404,Finger Friction Blister - 5th Digit (Small)
193000,Finger Sprain
193001,"Finger Sprain, Distal I-P (DIP) - 2nd digit (index)"
193002,Finger Swan Neck Deformity - 2nd digit (index)
193003,"Finger Sprain, Distal I-P (DIP) - 3rd digit (middle)"
193004,Finger Swan Neck Deformity - 3rd digit (middle)
193005,"Finger Sprain, Distal I-P (DIP) - 4th digit (ring)"
193006,Finger Swan Neck Deformity - 4th digit (ring)
193007,"Finger Sprain, Distal I-P (DIP) - 5th digit (small)"
193008,Finger Swan Neck Deformity - 5th digit (small)
193009,"Finger Sprain, M-C-P (MP) - 2nd digit (index)"
193010,Finger Distal I-P Sprain
193011,Finger Index/Distal I-P Sprain
193012,Finger Long/Distal I-P Sprain
193013,Finger Ring/Distal I-P Sprain
193014,Finger Small/Distal I-P Sprain
193015,"Finger Sprain, M-C-P (MP) - 3rd digit (middle)"
193016,"Finger Sprain, M-C-P (MP) - 4th digit (ring)"
193017,"Finger Sprain, M-C-P (MP) - 5th digit (small)"
193018,"Finger Sprain, Proximal I-P (PIP) - 2nd digit (index)"
193019,"Finger Sprain, Proximal I-P (PIP) - 3rd digit (middle)"
193020,Finger Proximal I-P Sprain
193021,Finger Index/Proximal I-P Sprain
193022,Finger Long/Proximal I-P Sprain
193023,Finger Ring/Proximal I-P Sprain
193024,Finger Small/Proximal I-P Sprain
193025,"Finger Sprain, Proximal I-P (PIP) - 4th digit (ring)"
193026,"Finger Sprain, Proximal I-P (PIP) - 5th digit (small)"
193030,Finger M-C-P Sprain
193031,Finger Index/M-C-P Sprain
193032,Finger Long/M-C-P Sprain
193033,Finger Ring/M-C-P Sprain
193034,Finger Small/M-C-P Sprain
193100,Finger Sprain 1 Deg (non-specific)
193110,Finger Distal I-P Sprain 1 Deg
193111,Finger Index/Distal I-P Sprain 1 Deg
193112,Finger Long/Distal I-P Sprain 1 Deg
193113,Finger Ring/Distal I-P Sprain 1 Deg
193114,Finger Small/Distal I-P Sprain 1 Deg
193120,Finger Proximal I-P Sprain 1 Deg
193121,Finger Index/Proximal I-P Sprain 1 Deg
193122,Finger Long/Proximal I-P Sprain 1 Deg
193123,Finger Ring/Proximal I-P Sprain 1 Deg
193124,Finger Small/Proximal I-P Sprain 1 Deg
193130,Finger M-C-P Sprain 1 Deg
193131,Finger Index/M-C-P Sprain 1 Deg
193132,Finger Long/M-C-P Sprain 1 Deg
193133,Finger Ring/M-C-P Sprain 1 Deg
193134,Finger Small/M-C-P Sprain 1 Deg
193200,Finger Sprain 2 Deg (non-specific)
193210,Finger Distal I-P Sprain 2 Deg
193211,Finger Index/Distal I-P Sprain 2 Deg
193212,Finger Long/Distal I-P Sprain 2 Deg
193213,Finger Ring/Distal I-P Sprain 2 Deg
193214,Finger Small/Distal I-P Sprain 2 Deg
193220,Finger Proximal I-P Sprain 2 Deg
193221,Finger Index/Proximal I-P Sprain 2 Deg
193222,Finger Long/Proximal I-P Sprain 2 Deg
193223,Finger Ring/Proximal I-P Sprain 2 Deg
193224,Finger Small/Proximal I-P Sprain 2 Deg
193230,Finger M-C-P Sprain 2 Deg
193231,Finger Index/M-C-P Sprain 2 Deg
193232,Finger Long/M-C-P Sprain 2 Deg
193233,Finger Ring/M-C-P Sprain 2 Deg
193234,Finger Small/M-C-P Sprain 2 Deg
193300,Finger Sprain 3 Deg (non-specific)
193310,Finger Distal I-P Sprain 3 Deg
193311,Finger Index/Distal I-P Sprain 3 Deg
193312,Finger Long/Distal I-P Sprain 3 Deg
193313,Finger Ring/Distal I-P Sprain 3 Deg
193314,Finger Small/Distal I-P Sprain 3 Deg
193320,Finger Proximal I-P Sprain 3 Deg
193321,Finger Index/Proximal I-P Sprain 3 Deg
193322,Finger Long/Proximal I-P Sprain 3 Deg
193323,Finger Ring/Proximal I-P Sprain 3 Deg
193324,Finger Small/Proximal I-P Sprain 3 Deg
193330,Finger M-C-P Sprain 3 Deg
193331,Finger Index/M-C-P Sprain 3 Deg
193332,Finger Long/M-C-P Sprain 3 Deg
193333,Finger Ring/M-C-P Sprain 3 Deg
193334,Finger Small/M-C-P Sprain 3 Deg
193400,Finger Subluxation
193401,"Finger Dorsal Dislocation, Distal I-P (DIP) - 2nd digit (index)"
193402,"Finger Dorsal Dislocation, Distal I-P (DIP) - 3rd digit (middle)"
193403,"Finger Dorsal Dislocation, Distal I-P (DIP) - 4th digit (ring)"
193404,"Finger Dorsal Dislocation, Distal I-P (DIP) - 5th digit (small)"
193405,"Finger Dorsal Dislocation, M-C-P (MP) - 2nd digit (index)"
193406,"Finger Dorsal Dislocation, M-C-P (MP) - 3rd digit (middle)"
193407,"Finger Dorsal Dislocation, M-C-P (MP) - 4th digit (ring)"
193408,"Finger Dorsal Dislocation, M-C-P (MP) - 5th digit (small)"
193409,"Finger Dorsal Dislocation, Proximal I-P (PIP) - 2nd digit (index)"
193410,Finger Distal I-P Subluxation/Acute
193411,Finger Index/Distal I-P Subluxation/Acute
193412,Finger Long/Distal I-P Subluxation/Acute
193413,Finger Ring/Distal I-P Subluxation/Acute
193414,Finger Small/Distal I-P Subluxation/Acute
193415,"Finger Dorsal Dislocation, Proximal I-P (PIP) - 3rd digit (middle)"
193416,"Finger Dorsal Dislocation, Proximal I-P (PIP) - 4th digit (ring)"
193417,"Finger Dorsal Dislocation, Proximal I-P (PIP) - 5th digit (small)"
193418,"Finger Volar Dislocation, Distal I-P (DIP) - 2nd digit (index)"
193419,"Finger Volar Dislocation, Distal I-P (DIP) - 3rd digit (middle)"
193420,Finger Proximal I-P Subluxation/Acute
193421,Finger Index/Proximal I-P Subluxation/Acute
193422,Finger Long/Proximal I-P Subluxation/Acute
193423,Finger Ring/Proximal I-P Subluxation/Acute
193424,Finger Small/Proximal I-P Subluxation/Acute
193425,"Finger Volar Dislocation, M-C-P (MP) - 5th digit (small)"
193426,"Finger Volar Dislocation, Proximal I-P (PIP) - 2nd digit (index)"
